date,pointId,userId,x,y,flag
2024-03-26 09:32:12,41,1,77.08699035644531,65.63248443603516,ok
2024-03-26 09:40:12,89,1,149.6842803955078,114.15017700195312,ok
2024-03-26 09:40:22,90,1,151.24356079101562,115.02632141113281,ok
2024-03-26 09:40:32,91,1,152.2982635498047,116.38506317138672,ok
2024-03-26 09:40:42,92,1,155.15020751953125,116.51959228515625,ok
2024-03-26 09:40:52,93,1,156.3766326904297,116.96243286132812,ok
2024-03-26 09:41:02,94,1,400.6790466308594,118.57772827148438,ok
2024-03-26 09:41:12,95,1,160.1508331298828,118.7112045288086,ok
2024-03-26 09:41:22,96,1,0.7491899728775024,120.56890869140625,ok
2024-03-26 09:41:32,97,1,163.26937866210938,121.16494750976562,ok
2024-03-26 09:41:42,98,1,163.68699645996094,121.69642639160156,ok
2024-03-26 09:41:52,99,1,164.7891845703125,122.81230926513672,ok
